id,description,type,category,subcategory,date,amount
4127,Pharmacy - December 2025,EXPENSE,Health & Dental,,2025-12-07 00:00:00+00:00,72.28
3786,Bars - December 2025,EXPENSE,Other Income,,2025-12-06 00:00:00+00:00,304.17
3964,Phone - December 2025,EXPENSE,Phone & Internet,,2025-12-05 00:00:00+00:00,214.84
3766,Coffee Shops - December 2025,EXPENSE,Other Income,,2025-12-03 00:00:00+00:00,460.36
4196,Online Courses - December 2025,EXPENSE,Other Income,,2025-12-02 00:00:00+00:00,487.49
3783,Bars - December 2025,EXPENSE,Other Income,,2025-12-02 00:00:00+00:00,109.19
4471,Transacción de ejemplo 12-9,EXPENSE,Other Income,,2025-12-01 00:00:00+00:00,307.29
4470,Transacción de ejemplo 12-8,EXPENSE,Other Income,,2025-12-01 00:00:00+00:00,594.67
4465,Transacción de ejemplo 12-3,EXPENSE,Other Income,,2025-12-01 00:00:00+00:00,233.98
4463,Transacción de ejemplo 12-1,EXPENSE,Other Income,,2025-12-01 00:00:00+00:00,368.34
4269,Real Estate - December 2025,INCOME,Other Income,,2025-12-01 00:00:00+00:00,2776.85
4053,Clothing - November 2025,EXPENSE,Other Income,,2025-11-30 00:00:00+00:00,173.85
3820,Car Maintenance - November 2025,EXPENSE,Car & Vehicle Expenses,,2025-11-30 00:00:00+00:00,486.40
3978,Insurance - November 2025,EXPENSE,Insurance,,2025-11-29 00:00:00+00:00,166.27
3750,Fast Food - November 2025,EXPENSE,Dining Out,,2025-11-27 00:00:00+00:00,295.05
3742,Restaurants - November 2025,EXPENSE,Client Meals,,2025-11-27 00:00:00+00:00,299.58
4141,Vision - November 2025,EXPENSE,Other Income,,2025-11-25 00:00:00+00:00,188.30
4202,Online Courses - November 2025,EXPENSE,Other Income,,2025-11-24 00:00:00+00:00,49.80
3846,Parking - November 2025,EXPENSE,Travel & Transportation,,2025-11-24 00:00:00+00:00,42.73
3837,Ride Sharing - November 2025,EXPENSE,Other Income,,2025-11-24 00:00:00+00:00,78.53
4236,Stocks - November 2025,INCOME,Other Income,,2025-11-23 00:00:00+00:00,690.14
4232,Stocks - November 2025,INCOME,Other Income,,2025-11-23 00:00:00+00:00,4708.51
4218,Certifications - November 2025,EXPENSE,Other Income,,2025-11-23 00:00:00+00:00,311.88
3924,Rent - November 2025,EXPENSE,Rental Income,,2025-11-23 00:00:00+00:00,275.91
3831,Ride Sharing - November 2025,EXPENSE,Other Income,,2025-11-23 00:00:00+00:00,133.33
4287,Retirement - November 2025,INCOME,Car & Vehicle Expenses,,2025-11-22 00:00:00+00:00,4867.66
4187,Books - November 2025,EXPENSE,Other Income,,2025-11-22 00:00:00+00:00,103.93
4459,Transacción de ejemplo 11-7,EXPENSE,Other Income,,2025-11-21 00:00:00+00:00,118.89
3983,Monthly Salary - November 2025,INCOME,Salary,,2025-11-21 00:00:00+00:00,1176.08
4457,Transacción de ejemplo 11-5,EXPENSE,Other Income,,2025-11-20 00:00:00+00:00,603.97
4144,Vision - November 2025,EXPENSE,Other Income,,2025-11-20 00:00:00+00:00,419.78
4103,Books - November 2025,EXPENSE,Other Income,,2025-11-20 00:00:00+00:00,13.71
4078,Home Goods - November 2025,EXPENSE,Other Personal Expenses,,2025-11-20 00:00:00+00:00,290.68
4460,Transacción de ejemplo 11-8,EXPENSE,Other Income,,2025-11-19 00:00:00+00:00,368.34
4311,Holidays - November 2025,EXPENSE,Other Income,,2025-11-19 00:00:00+00:00,494.02
3796,Gas - November 2025,EXPENSE,Car & Vehicle Expenses,,2025-11-19 00:00:00+00:00,172.41
4455,Transacción de ejemplo 11-3,INCOME,Other Income,,2025-11-17 00:00:00+00:00,53.40
4297,Birthdays - November 2025,EXPENSE,Other Income,,2025-11-17 00:00:00+00:00,226.36
4456,Transacción de ejemplo 11-4,EXPENSE,Other Income,,2025-11-16 00:00:00+00:00,480.44
3824,Car Maintenance - November 2025,EXPENSE,Car & Vehicle Expenses,,2025-11-16 00:00:00+00:00,294.70
3982,Monthly Salary - November 2025,INCOME,Salary,,2025-11-15 00:00:00+00:00,4896.52
3921,Rent - November 2025,EXPENSE,Rental Income,,2025-11-14 00:00:00+00:00,445.42
3957,Phone - November 2025,EXPENSE,Phone & Internet,,2025-11-13 00:00:00+00:00,286.30
3888,Streaming Services - November 2025,EXPENSE,Other Income,,2025-11-13 00:00:00+00:00,371.69
3743,Restaurants - November 2025,EXPENSE,Client Meals,,2025-11-13 00:00:00+00:00,133.58
4453,Transacción de ejemplo 11-1,EXPENSE,Other Income,,2025-11-12 00:00:00+00:00,677.87
4220,Certifications - November 2025,EXPENSE,Other Income,,2025-11-12 00:00:00+00:00,310.01
4051,Clothing - November 2025,EXPENSE,Other Income,,2025-11-10 00:00:00+00:00,176.98
3965,Phone - November 2025,EXPENSE,Phone & Internet,,2025-11-10 00:00:00+00:00,118.72
3864,Movies - November 2025,EXPENSE,Other Income,,2025-11-10 00:00:00+00:00,53.51
4112,Doctor Visits - November 2025,EXPENSE,Health & Dental,,2025-11-09 00:00:00+00:00,451.77
4073,Home Goods - November 2025,EXPENSE,Other Personal Expenses,,2025-11-09 00:00:00+00:00,340.30
4294,Birthdays - November 2025,EXPENSE,Other Income,,2025-11-08 00:00:00+00:00,397.14
3963,Phone - November 2025,EXPENSE,Phone & Internet,,2025-11-08 00:00:00+00:00,25.57
3877,Concerts - November 2025,EXPENSE,Other Income,,2025-11-08 00:00:00+00:00,151.23
3875,Concerts - November 2025,EXPENSE,Other Income,,2025-11-08 00:00:00+00:00,220.14
3775,Bars - November 2025,EXPENSE,Other Income,,2025-11-08 00:00:00+00:00,395.32
4114,Doctor Visits - November 2025,EXPENSE,Health & Dental,,2025-11-06 00:00:00+00:00,490.28
3851,Parking - November 2025,EXPENSE,Travel & Transportation,,2025-11-06 00:00:00+00:00,69.62
4462,Transacción de ejemplo 11-10,EXPENSE,Other Income,,2025-11-05 00:00:00+00:00,462.61
4336,Anniversaries - November 2025,EXPENSE,Other Income,,2025-11-05 00:00:00+00:00,196.39
4316,Weddings - November 2025,EXPENSE,Other Income,,2025-11-05 00:00:00+00:00,492.86
4122,Pharmacy - November 2025,EXPENSE,Health & Dental,,2025-11-05 00:00:00+00:00,105.64
3733,Groceries - November 2025,EXPENSE,Other Income,,2025-11-05 00:00:00+00:00,94.11
4458,Transacción de ejemplo 11-6,EXPENSE,Other Income,,2025-11-04 00:00:00+00:00,412.87
4454,Transacción de ejemplo 11-2,EXPENSE,Other Income,,2025-11-04 00:00:00+00:00,381.27
3876,Concerts - November 2025,EXPENSE,Other Income,,2025-11-04 00:00:00+00:00,473.30
4257,Crypto - November 2025,INCOME,Investments,,2025-11-02 00:00:00+00:00,1468.70
4195,Online Courses - November 2025,EXPENSE,Other Income,,2025-11-02 00:00:00+00:00,348.08
4461,Transacción de ejemplo 11-9,TRANSFER,Other Income,,2025-11-01 00:00:00+00:00,724.03
3836,Ride Sharing - November 2025,EXPENSE,Other Income,,2025-11-01 00:00:00+00:00,454.12
3984,Monthly Salary - October 2025,INCOME,Salary,,2025-10-31 00:00:00+00:00,3370.70
3845,Parking - October 2025,EXPENSE,Travel & Transportation,,2025-10-30 00:00:00+00:00,253.27
3773,Coffee Shops - October 2025,EXPENSE,Other Income,,2025-10-30 00:00:00+00:00,109.20
4120,Pharmacy - October 2025,EXPENSE,Health & Dental,,2025-10-29 00:00:00+00:00,389.71
3937,Utilities - October 2025,EXPENSE,Other Income,,2025-10-28 00:00:00+00:00,249.25
4326,Anniversaries - October 2025,EXPENSE,Other Income,,2025-10-27 00:00:00+00:00,330.55
4135,Dental - October 2025,EXPENSE,Other Income,,2025-10-27 00:00:00+00:00,232.99
3839,Ride Sharing - October 2025,EXPENSE,Other Income,,2025-10-27 00:00:00+00:00,38.90
3744,Restaurants - October 2025,EXPENSE,Client Meals,,2025-10-27 00:00:00+00:00,315.02
3909,Games - October 2025,EXPENSE,Other Income,,2025-10-26 00:00:00+00:00,302.01
4320,Weddings - October 2025,EXPENSE,Other Income,,2025-10-25 00:00:00+00:00,479.92
4082,Beauty - October 2025,EXPENSE,Other Income,,2025-10-25 00:00:00+00:00,142.24
3825,Car Maintenance - October 2025,EXPENSE,Car & Vehicle Expenses,,2025-10-25 00:00:00+00:00,346.91
4349,Charity - October 2025,EXPENSE,Other Income,,2025-10-24 00:00:00+00:00,209.63
3838,Ride Sharing - October 2025,EXPENSE,Other Income,,2025-10-24 00:00:00+00:00,366.98
3832,Ride Sharing - October 2025,EXPENSE,Other Income,,2025-10-24 00:00:00+00:00,341.51
3772,Coffee Shops - October 2025,EXPENSE,Other Income,,2025-10-24 00:00:00+00:00,435.03
4446,Transacción de ejemplo 10-4,EXPENSE,Other Income,,2025-10-23 00:00:00+00:00,143.81
4449,Transacción de ejemplo 10-7,EXPENSE,Other Income,,2025-10-22 00:00:00+00:00,301.16
4450,Transacción de ejemplo 10-8,INCOME,Other Income,,2025-10-21 00:00:00+00:00,219.24
3727,Groceries - October 2025,EXPENSE,Other Income,,2025-10-20 00:00:00+00:00,104.33
4444,Transacción de ejemplo 10-2,EXPENSE,Other Income,,2025-10-19 00:00:00+00:00,460.99
4047,Clothing - October 2025,EXPENSE,Other Income,,2025-10-19 00:00:00+00:00,43.19
4018,Freelance - October 2025,INCOME,Freelance Income,,2025-10-19 00:00:00+00:00,4155.92
3883,Sports Events - October 2025,EXPENSE,Other Income,,2025-10-19 00:00:00+00:00,79.38
4008,Freelance - October 2025,INCOME,Freelance Income,,2025-10-18 00:00:00+00:00,3519.49
4452,Transacción de ejemplo 10-10,EXPENSE,Other Income,,2025-10-17 00:00:00+00:00,489.47
3861,Movies - October 2025,EXPENSE,Other Income,,2025-10-16 00:00:00+00:00,393.55
3769,Coffee Shops - October 2025,EXPENSE,Other Income,,2025-10-16 00:00:00+00:00,316.30
4151,Vision - October 2025,EXPENSE,Other Income,,2025-10-15 00:00:00+00:00,339.41
3908,Games - October 2025,EXPENSE,Other Income,,2025-10-15 00:00:00+00:00,397.50
3823,Car Maintenance - October 2025,EXPENSE,Car & Vehicle Expenses,,2025-10-15 00:00:00+00:00,204.34
4258,Crypto - October 2025,INCOME,Investments,,2025-10-14 00:00:00+00:00,1481.32
4299,Birthdays - October 2025,EXPENSE,Other Income,,2025-10-12 00:00:00+00:00,19.09
4086,Beauty - October 2025,EXPENSE,Other Income,,2025-10-12 00:00:00+00:00,393.67
3728,Groceries - October 2025,EXPENSE,Other Income,,2025-10-12 00:00:00+00:00,105.11
4445,Transacción de ejemplo 10-3,EXPENSE,Other Income,,2025-10-10 00:00:00+00:00,605.69
4177,Books - October 2025,EXPENSE,Other Income,,2025-10-10 00:00:00+00:00,338.04
3970,Insurance - October 2025,EXPENSE,Insurance,,2025-10-09 00:00:00+00:00,315.76
4447,Transacción de ejemplo 10-5,EXPENSE,Other Income,,2025-10-08 00:00:00+00:00,533.28
3986,Monthly Salary - October 2025,INCOME,Salary,,2025-10-08 00:00:00+00:00,4917.86
3777,Bars - October 2025,EXPENSE,Other Income,,2025-10-08 00:00:00+00:00,259.39
4451,Transacción de ejemplo 10-9,TRANSFER,Other Income,,2025-10-07 00:00:00+00:00,37.42
4295,Birthdays - October 2025,EXPENSE,Other Income,,2025-10-07 00:00:00+00:00,63.14
3880,Sports Events - October 2025,EXPENSE,Other Income,,2025-10-06 00:00:00+00:00,196.84
4448,Transacción de ejemplo 10-6,EXPENSE,Other Income,,2025-10-05 00:00:00+00:00,159.15
4331,Anniversaries - October 2025,EXPENSE,Other Income,,2025-10-04 00:00:00+00:00,224.29
4048,Clothing - October 2025,EXPENSE,Other Income,,2025-10-04 00:00:00+00:00,409.15
3936,Utilities - October 2025,EXPENSE,Other Income,,2025-10-04 00:00:00+00:00,370.31
4162,Fitness - October 2025,EXPENSE,Other Income,,2025-10-03 00:00:00+00:00,93.72
4069,Home Goods - October 2025,EXPENSE,Other Personal Expenses,,2025-10-03 00:00:00+00:00,112.80
3991,Monthly Salary - October 2025,INCOME,Salary,,2025-10-03 00:00:00+00:00,1208.17
4291,Birthdays - October 2025,EXPENSE,Other Income,,2025-10-02 00:00:00+00:00,15.22
4289,Retirement - October 2025,INCOME,Car & Vehicle Expenses,,2025-10-02 00:00:00+00:00,3170.33
4443,Transacción de ejemplo 10-1,EXPENSE,Other Income,,2025-10-01 00:00:00+00:00,667.73
4124,Pharmacy - October 2025,EXPENSE,Health & Dental,,2025-10-01 00:00:00+00:00,37.71
3985,Monthly Salary - October 2025,INCOME,Salary,,2025-10-01 00:00:00+00:00,3413.50
3952,Internet - September 2025,EXPENSE,Phone & Internet,,2025-09-30 00:00:00+00:00,135.39
4174,Books - September 2025,EXPENSE,Other Income,,2025-09-29 00:00:00+00:00,291.91
3782,Bars - September 2025,EXPENSE,Other Income,,2025-09-29 00:00:00+00:00,176.85
3926,Rent - September 2025,EXPENSE,Rental Income,,2025-09-28 00:00:00+00:00,381.75
3784,Bars - September 2025,EXPENSE,Other Income,,2025-09-28 00:00:00+00:00,284.98
4435,Transacción de ejemplo 9-3,EXPENSE,Other Income,,2025-09-27 00:00:00+00:00,567.85
4434,Transacción de ejemplo 9-2,EXPENSE,Other Income,,2025-09-27 00:00:00+00:00,464.11
4442,Transacción de ejemplo 9-10,EXPENSE,Other Income,,2025-09-26 00:00:00+00:00,628.37
4039,Side Projects - September 2025,INCOME,Other Income,,2025-09-26 00:00:00+00:00,2862.46
3747,Restaurants - September 2025,EXPENSE,Client Meals,,2025-09-26 00:00:00+00:00,337.18
4034,Side Projects - September 2025,INCOME,Other Income,,2025-09-25 00:00:00+00:00,510.47
4006,Bonus - September 2025,INCOME,Other Income,,2025-09-25 00:00:00+00:00,899.40
3765,Coffee Shops - September 2025,EXPENSE,Other Income,,2025-09-25 00:00:00+00:00,325.62
4253,Bonds - September 2025,INCOME,Other Income,,2025-09-23 00:00:00+00:00,1566.04
3976,Insurance - September 2025,EXPENSE,Insurance,,2025-09-23 00:00:00+00:00,178.77
4180,Books - September 2025,EXPENSE,Other Income,,2025-09-22 00:00:00+00:00,152.68
4070,Home Goods - September 2025,EXPENSE,Other Personal Expenses,,2025-09-22 00:00:00+00:00,242.29
3915,Rent - September 2025,EXPENSE,Rental Income,,2025-09-22 00:00:00+00:00,13.19
4201,Online Courses - September 2025,EXPENSE,Other Income,,2025-09-21 00:00:00+00:00,53.64
3854,Movies - September 2025,EXPENSE,Other Income,,2025-09-21 00:00:00+00:00,435.31
4438,Transacción de ejemplo 9-6,EXPENSE,Other Income,,2025-09-20 00:00:00+00:00,470.29
4436,Transacción de ejemplo 9-4,EXPENSE,Other Income,,2025-09-20 00:00:00+00:00,699.87
4164,Tuition - September 2025,EXPENSE,Other Income,,2025-09-20 00:00:00+00:00,318.83
4115,Doctor Visits - September 2025,EXPENSE,Health & Dental,,2025-09-20 00:00:00+00:00,72.89
3767,Coffee Shops - September 2025,EXPENSE,Other Income,,2025-09-20 00:00:00+00:00,495.42
4433,Transacción de ejemplo 9-1,EXPENSE,Other Income,,2025-09-18 00:00:00+00:00,78.16
4199,Online Courses - September 2025,EXPENSE,Other Income,,2025-09-17 00:00:00+00:00,328.51
4061,Electronics - September 2025,EXPENSE,Other Income,,2025-09-17 00:00:00+00:00,229.22
3900,Games - September 2025,EXPENSE,Other Income,,2025-09-16 00:00:00+00:00,130.82
3894,Streaming Services - September 2025,EXPENSE,Other Income,,2025-09-16 00:00:00+00:00,141.52
3807,Public Transport - September 2025,EXPENSE,Gas & Fuel,,2025-09-16 00:00:00+00:00,455.39
3969,Insurance - September 2025,EXPENSE,Insurance,,2025-09-15 00:00:00+00:00,346.39
3923,Rent - September 2025,EXPENSE,Rental Income,,2025-09-15 00:00:00+00:00,61.37
4138,Dental - September 2025,EXPENSE,Other Income,,2025-09-14 00:00:00+00:00,415.29
4126,Pharmacy - September 2025,EXPENSE,Health & Dental,,2025-09-14 00:00:00+00:00,326.91
3906,Games - September 2025,EXPENSE,Other Income,,2025-09-14 00:00:00+00:00,81.42
4252,Bonds - September 2025,INCOME,Other Income,,2025-09-12 00:00:00+00:00,831.77
3932,Utilities - September 2025,EXPENSE,Other Income,,2025-09-12 00:00:00+00:00,349.08
3879,Sports Events - September 2025,EXPENSE,Other Income,,2025-09-12 00:00:00+00:00,317.92
3843,Parking - September 2025,EXPENSE,Travel & Transportation,,2025-09-12 00:00:00+00:00,431.62
4280,Retirement - September 2025,INCOME,Car & Vehicle Expenses,,2025-09-11 00:00:00+00:00,4588.46
4088,Beauty - September 2025,EXPENSE,Other Income,,2025-09-11 00:00:00+00:00,110.82
3732,Groceries - September 2025,EXPENSE,Other Income,,2025-09-11 00:00:00+00:00,386.71
4440,Transacción de ejemplo 9-8,INCOME,Other Income,,2025-09-08 00:00:00+00:00,419.37
4293,Birthdays - September 2025,EXPENSE,Other Income,,2025-09-08 00:00:00+00:00,61.74
3980,Monthly Salary - September 2025,INCOME,Salary,,2025-09-08 00:00:00+00:00,2460.05
3873,Concerts - September 2025,EXPENSE,Other Income,,2025-09-08 00:00:00+00:00,366.92
4437,Transacción de ejemplo 9-5,EXPENSE,Other Income,,2025-09-07 00:00:00+00:00,730.69
4439,Transacción de ejemplo 9-7,EXPENSE,Other Income,,2025-09-06 00:00:00+00:00,404.41
4121,Pharmacy - September 2025,EXPENSE,Health & Dental,,2025-09-06 00:00:00+00:00,189.02
3830,Ride Sharing - September 2025,EXPENSE,Other Income,,2025-09-06 00:00:00+00:00,183.17
4441,Transacción de ejemplo 9-9,EXPENSE,Other Income,,2025-09-05 00:00:00+00:00,417.55
4035,Side Projects - September 2025,INCOME,Other Income,,2025-09-05 00:00:00+00:00,3376.47
4250,Bonds - September 2025,INCOME,Other Income,,2025-09-04 00:00:00+00:00,3963.10
4230,Stocks - September 2025,INCOME,Other Income,,2025-09-04 00:00:00+00:00,1374.99
4131,Dental - September 2025,EXPENSE,Other Income,,2025-09-04 00:00:00+00:00,32.11
3815,Car Maintenance - September 2025,EXPENSE,Car & Vehicle Expenses,,2025-09-04 00:00:00+00:00,264.51
3995,Bonus - September 2025,INCOME,Other Income,,2025-09-03 00:00:00+00:00,3877.74
3801,Gas - September 2025,EXPENSE,Car & Vehicle Expenses,,2025-09-03 00:00:00+00:00,324.76
4044,Clothing - September 2025,EXPENSE,Other Income,,2025-09-01 00:00:00+00:00,71.01
4019,Freelance - August 2025,INCOME,Freelance Income,,2025-08-31 00:00:00+00:00,2431.62
4327,Anniversaries - August 2025,EXPENSE,Other Income,,2025-08-30 00:00:00+00:00,328.10
4226,Certifications - August 2025,EXPENSE,Other Income,,2025-08-30 00:00:00+00:00,266.68
4262,Crypto - August 2025,INCOME,Investments,,2025-08-29 00:00:00+00:00,4973.71
4221,Certifications - August 2025,EXPENSE,Other Income,,2025-08-29 00:00:00+00:00,458.62
3996,Bonus - August 2025,INCOME,Other Income,,2025-08-29 00:00:00+00:00,1343.95
3962,Phone - August 2025,EXPENSE,Phone & Internet,,2025-08-29 00:00:00+00:00,55.84
4432,Transacción de ejemplo 8-10,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,584.61
4426,Transacción de ejemplo 8-4,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,192.22
4348,Charity - August 2025,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,35.92
4325,Anniversaries - August 2025,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,121.78
3931,Utilities - August 2025,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,437.94
3874,Concerts - August 2025,EXPENSE,Other Income,,2025-08-28 00:00:00+00:00,467.18
4431,Transacción de ejemplo 8-9,EXPENSE,Other Income,,2025-08-27 00:00:00+00:00,511.90
4185,Books - August 2025,EXPENSE,Other Income,,2025-08-27 00:00:00+00:00,280.45
3905,Games - August 2025,EXPENSE,Other Income,,2025-08-25 00:00:00+00:00,79.94
4424,Transacción de ejemplo 8-2,EXPENSE,Other Income,,2025-08-24 00:00:00+00:00,276.05
4423,Transacción de ejemplo 8-1,EXPENSE,Other Income,,2025-08-24 00:00:00+00:00,179.50
4214,Workshops - August 2025,EXPENSE,Other Income,,2025-08-24 00:00:00+00:00,347.87
4200,Online Courses - August 2025,EXPENSE,Other Income,,2025-08-24 00:00:00+00:00,56.55
4041,Side Projects - August 2025,INCOME,Other Income,,2025-08-24 00:00:00+00:00,3631.42
3741,Restaurants - August 2025,EXPENSE,Client Meals,,2025-08-23 00:00:00+00:00,355.25
3955,Phone - August 2025,EXPENSE,Phone & Internet,,2025-08-22 00:00:00+00:00,209.88
3892,Streaming Services - August 2025,EXPENSE,Other Income,,2025-08-21 00:00:00+00:00,15.99
4428,Transacción de ejemplo 8-6,INCOME,Other Income,,2025-08-20 00:00:00+00:00,232.90
4147,Vision - August 2025,EXPENSE,Other Income,,2025-08-20 00:00:00+00:00,18.79
4251,Bonds - August 2025,INCOME,Other Income,,2025-08-18 00:00:00+00:00,172.99
4003,Bonus - August 2025,INCOME,Other Income,,2025-08-18 00:00:00+00:00,820.68
3730,Groceries - August 2025,EXPENSE,Other Income,,2025-08-17 00:00:00+00:00,155.27
4429,Transacción de ejemplo 8-7,INCOME,Other Income,,2025-08-16 00:00:00+00:00,324.07
3781,Bars - August 2025,EXPENSE,Other Income,,2025-08-16 00:00:00+00:00,32.64
4049,Clothing - August 2025,EXPENSE,Other Income,,2025-08-14 00:00:00+00:00,145.69
3856,Movies - August 2025,EXPENSE,Other Income,,2025-08-14 00:00:00+00:00,308.79
4134,Dental - August 2025,EXPENSE,Other Income,,2025-08-13 00:00:00+00:00,266.75
4060,Electronics - August 2025,EXPENSE,Other Income,,2025-08-13 00:00:00+00:00,416.78
3870,Concerts - August 2025,EXPENSE,Other Income,,2025-08-13 00:00:00+00:00,22.73
4304,Holidays - August 2025,EXPENSE,Other Income,,2025-08-12 00:00:00+00:00,19.82
3925,Rent - August 2025,EXPENSE,Rental Income,,2025-08-12 00:00:00+00:00,211.18
4346,Charity - August 2025,EXPENSE,Other Income,,2025-08-11 00:00:00+00:00,228.89
4027,Investments - August 2025,INCOME,Other Income,,2025-08-11 00:00:00+00:00,880.14
4157,Fitness - August 2025,EXPENSE,Other Income,,2025-08-10 00:00:00+00:00,497.40
3794,Gas - August 2025,EXPENSE,Car & Vehicle Expenses,,2025-08-10 00:00:00+00:00,491.78
4425,Transacción de ejemplo 8-3,EXPENSE,Other Income,,2025-08-09 00:00:00+00:00,186.40
4283,Retirement - August 2025,INCOME,Car & Vehicle Expenses,,2025-08-08 00:00:00+00:00,3589.37
4031,Side Projects - August 2025,INCOME,Other Income,,2025-08-07 00:00:00+00:00,3902.93
4023,Investments - August 2025,INCOME,Other Income,,2025-08-07 00:00:00+00:00,4981.64
4256,Crypto - August 2025,INCOME,Investments,,2025-08-06 00:00:00+00:00,469.00
4255,Crypto - August 2025,INCOME,Investments,,2025-08-06 00:00:00+00:00,3390.99
4066,Electronics - August 2025,EXPENSE,Other Income,,2025-08-06 00:00:00+00:00,114.89
3780,Bars - August 2025,EXPENSE,Other Income,,2025-08-05 00:00:00+00:00,498.68
4241,Bonds - August 2025,INCOME,Other Income,,2025-08-04 00:00:00+00:00,2321.28
3811,Public Transport - August 2025,EXPENSE,Gas & Fuel,,2025-08-04 00:00:00+00:00,156.47
4427,Transacción de ejemplo 8-5,TRANSFER,Other Income,,2025-08-03 00:00:00+00:00,700.86
